opcode	uso	fichero	linea	contexto	nota
lok	push	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	615	byte[] lokBytes = NetworkEnvelope.ConvertHexStringToByteArray("1A-1E-0A-1C-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6C-6F-6B-12-05-10-01-18-CD-01");	opcode escondido en cadena hex; la trama se escribe en el socket
lok	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	135	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/lok", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
lok	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	151	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/lok", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
lol	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lol	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	285	case "lol": return ("World Loading", "Interfaces", "NotificationListMessage (Quest notifications)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lol	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	14	public static byte[] BuildLolMessage() => BuildEmptyMessage("type.ankama.com/lol");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
lor	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lor	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	240	case "lor": return ("Server List", "Sync", "TimeMessage (Server clock synchronization)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lor	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	44	new byte[] { 0x1A, 0x22, 0x0A, 0x20, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x72, 0x12, 0x09, 0x08, 0x78, 0x10, 0xB1, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie
lor	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	45	new byte[] { 0x1A, 0x22, 0x0A, 0x20, 0x0A, 0x13, 0x74, 0x79, 0x70, 0x65, 0x2E, 0x61, 0x6E, 0x6B, 0x61, 0x6D, 0x61, 0x2E, 0x63, 0x6F, 0x6D, 0x2F, 0x6C, 0x6F, 0x72, 0x12, 0x09, 0x08, 0x78, 0x10, 0xAF, 0	DESCARTADO: array de TransitionPayloads que no referencia nadie
lor	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	120	byte[] frame557 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6F-66-24-1A-22-0A-20-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63	opcode escondido en cadena hex; la trama se escribe en el socket
lor	push	Jondo.Unity.Launcher/Handlers/FightHandler.cs	4743	await WriteFrameAsync(stream, BuildGameNodePacket("type.ankama.com/lor", lorRp.ToByteArray()));	NetworkEnvelope.BuildGameNodePacket(uri, ...)
lor	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	632	list[i] = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/lor", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
lou	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lou	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	292	case "lou": return ("World Loading", "Connection", "ServerAccessStatus (Server accessibility status)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lou	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	40	public static byte[] BuildLouMessage() => BuildSingleVarIntMessage("type.ankama.com/lou", 312);	TransitionPacketsBuilder.BuildSingleVarIntMessage(uri, n)
loy	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	276	case "loy": return ("World Loading", "Sync", "WorldLoadAck (Client ack of a successful map load)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
loy	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	74	Register("loy", loy.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
loy	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	610	else if (payloadStr.Contains("type.ankama.com/loy"))	comparacion de cadena sobre el frame recibido
lpe	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lpe	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	320	case "lpe": return ("World Loading", "Sync", "SecondaryReadyConfirm (Ack that the secondary threads are ready)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lpe	descartado	Jondo.Unity.Launcher/TransitionPayloads.cs	61	public static readonly byte[] lpe = new byte[] {	DESCARTADO: array de TransitionPayloads que no referencia nadie
lpe	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	587	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/lpe", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
lpj	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	319	case "lpj": return ("World Loading", "Sync", "SecondaryReadySignal (Signal that the secondary threads are ready)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lpj	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	75	Register("lpj", lpj.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lpj	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	668	else if (payloadStr.Contains("type.ankama.com/lpj"))	comparacion de cadena sobre el frame recibido
lqc	descartado	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	376	if (await SendMapBlockOnceAsync(stream, hasSentMapBlock, "lqc")) hasSentMapBlock = true;	FALSO POSITIVO: 3er arg 'reason' de SendMapBlockOnceAsync, solo se imprime en consola (el otro sitio pasa "primer kqo")
lqc	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	364	else if (payloadStr.Contains("type.ankama.com/lqc"))	comparacion de cadena sobre el frame recibido
lqn	push	Jondo.Unity.Launcher/Handlers/NpcHandler.cs	203	ConnectionProtocol.Push("lqn", ConnectionProtocol.BuildSystemMessage(	ConnectionProtocol.Push("xxx", ...)
lqn	push	Jondo.Unity.Launcher/Handlers/NpcHandler.cs	285	ConnectionProtocol.Push("lqn", ConnectionProtocol.BuildSystemMessage(	ConnectionProtocol.Push("xxx", ...)
lqu	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	25	public const string MapChangeRequest = "lqu";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lqu	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	170	if (payloadStr.Contains("type.ankama.com/lqu") || payloadStr.Contains("type.ankama.com/hoy") || payloadStr.Contains("type.ankama.com/hmt") || payloadStr.Contains("type.ankama.com/knx"))	comparacion de cadena sobre el frame recibido
lqu	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	195	Push("lqu", Pb.New()	ConnectionProtocol.Push("xxx", ...)
lqu	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	1510	=> Push("lqu", Pb.New()	ConnectionProtocol.Push("xxx", ...)
lry	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lry	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	267	case "lry": return ("World Loading", "Interfaces", "QuestListMessage (Active quest list and journal)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lsy	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	76	Register("lsy", lsy.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lsy	push	Jondo.Unity.Launcher/Handlers/MapLoadHandler.cs	88	byte[] lsyPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/lsy", lsyPayload);	NetworkEnvelope.BuildGameNodePacket(uri, ...)
ltk	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
ltk	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	300	case "ltk": return ("World Loading", "Interfaces", "TitleListMessage (Available honorific titles)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
ltk	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	449	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/ltk", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
luq	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
luq	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	306	case "luq": return ("World Loading", "Interfaces", "JobCrafterDirectorySettings (Job directory visibility settings)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
luq	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	77	Register("luq", luq.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
luq	push	Jondo.Unity.Launcher/Handlers/InventoryHandler.cs	235	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/luq", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
luq	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	565	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/luq", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
luy	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
luy	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	303	case "luy": return ("World Loading", "Inventory", "JobDescriptionMessage (List of learned jobs)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
luy	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	78	Register("luy", luy.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
luy	push	Jondo.Unity.Launcher/Handlers/InventoryHandler.cs	69	byte[] luyPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/luy", Array.Empty<byte>());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
luy	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	21	public static byte[] BuildLuyMessage() => BuildEmptyMessage("type.ankama.com/luy");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
lva	descartado	Jondo.Unity.Launcher/Network/ConnectionProtocolSelfTest.cs	391	"0a170a150a13747970652e616e6b616d612e636f6d2f6c7661";	DESCARTADO: trama de referencia del autotest, no viaja
lva	descartado	Jondo.Unity.Protocol/OpcodeRegistry.cs	26	public const string MapChangeFinish = "lva";	DESCARTADO: OpcodeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lva	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	635	public static byte[] BuildActorsComplete() => Push("lva");	ConnectionProtocol.Push("xxx", ...)
lvk	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lvk	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	301	case "lvk": return ("World Loading", "Interfaces", "OrnamentListMessage (Available graphical ornaments)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lvk	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	20	public static byte[] BuildLvkMessage() => BuildEmptyMessage("type.ankama.com/lvk");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
lwb	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lwb	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	302	case "lwb": return ("World Loading", "Character", "EmoteListMessage (Unlocked emoticons)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lwb	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	526	return NetworkEnvelope.BuildGameNodePacket("type.ankama.com/lwb", ms.ToArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
lwm	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	531	else if (payloadStr.Contains("type.ankama.com/lwm"))	comparacion de cadena sobre el frame recibido
lwm	read	Jondo.Unity.Launcher/Handlers/WardrobeHandler.cs	69	byte[]? lwm = ConnectionProtocol.ReadPayload(frame, "lwm");	ConnectionProtocol.ReadPayload(frame, "xxx")
lwx	answer	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	177	ConnectionProtocol.Answer("lwx", Pb.New().Var(1, 1).Build(),	ConnectionProtocol.Answer("xxx", ...)
lwz	answer	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	84	ConnectionProtocol.Answer("lwz", Pb.New().Var(1, 1).Var(3, slot).Build(),	ConnectionProtocol.Answer("xxx", ...)
lxa	answer	Jondo.Unity.Launcher/Handlers/WardrobeHandler.cs	60	ConnectionProtocol.Answer("lxa", Pb.New().Var(2, 1).Build(),	ConnectionProtocol.Answer("xxx", ...)
lxc	push	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	193	ConnectionProtocol.Push("lxc", ConnectionProtocol.BuildLookChanged(character)));	ConnectionProtocol.Push("xxx", ...)
lxc	push	Jondo.Unity.Launcher/Handlers/CommandHandler.cs	506	ConnectionProtocol.Push("lxc", ConnectionProtocol.BuildLookChanged(character)));	ConnectionProtocol.Push("xxx", ...)
lxc	push	Jondo.Unity.Launcher/Handlers/EquipmentHandler.cs	106	ConnectionProtocol.Push("lxc", ConnectionProtocol.BuildLookChanged(character)));	ConnectionProtocol.Push("xxx", ...)
lxc	push	Jondo.Unity.Launcher/Handlers/WardrobeHandler.cs	130	ConnectionProtocol.Push("lxc", ConnectionProtocol.BuildLookChanged(character)));	ConnectionProtocol.Push("xxx", ...)
lxd	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lxd	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	329	case "lxd": return ("In Game", "Map", "MapComplementaryInfo (Wrapper for interactives, cells and weather)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lxd	descartado	Jondo.Unity.Protocol/TypeRegistry.cs	79	Register("lxd", lxd.Descriptor);	DESCARTADO: TypeRegistry no lo referencia nadie (0 usos fuera del propio fichero); codigo muerto
lxd	push	Jondo.Unity.Launcher/Handlers/MapLoadHandler.cs	66	byte[] lxdPacket = NetworkEnvelope.BuildGameNodePacket("type.ankama.com/lxd", emptyLxd.ToByteArray());	NetworkEnvelope.BuildGameNodePacket(uri, ...)
lxg	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	516	else if (payloadStr.Contains("type.ankama.com/lxg"))	comparacion de cadena sobre el frame recibido
lxg	read	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	134	byte[]? lxg = ConnectionProtocol.ReadPayload(frame, "lxg");	ConnectionProtocol.ReadPayload(frame, "xxx")
lxi	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	830	cleanPayload.Contains("hmt") || cleanPayload.Contains("lxi") || cleanPayload.Contains("jqf") ||	comparacion de cadena sobre el frame recibido
lxk	answer	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	155	ConnectionProtocol.Answer("lxk", Pb.New().Var(1, 1).Build(),	ConnectionProtocol.Answer("xxx", ...)
lxo	answer	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	54	ConnectionProtocol.Answer("lxo",	ConnectionProtocol.Answer("xxx", ...)
lxs	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
lxs	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	289	case "lxs": return ("World Loading", "Sync", "AlignmentSubAreaUpdate (PvP and sub-area alignment)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
lxs	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	536	else if (payloadStr.Contains("type.ankama.com/lxs"))	comparacion de cadena sobre el frame recibido
lxs	push	Jondo.Unity.Launcher/Network/TransitionPacketsBuilder.cs	16	public static byte[] BuildLxsMessage() => BuildEmptyMessage("type.ankama.com/lxs");	TransitionPacketsBuilder.BuildEmptyMessage(uri)
lxw	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	521	else if (payloadStr.Contains("type.ankama.com/lxw"))	comparacion de cadena sobre el frame recibido
lxw	read	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	162	byte[]? lxw = ConnectionProtocol.ReadPayload(frame, "lxw");	ConnectionProtocol.ReadPayload(frame, "xxx")
lyf	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	511	else if (payloadStr.Contains("type.ankama.com/lyf"))	comparacion de cadena sobre el frame recibido
lyf	read	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	93	byte[]? lyf = ConnectionProtocol.ReadPayload(frame, "lyf");	ConnectionProtocol.ReadPayload(frame, "xxx")
lyj	answer	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	118	ConnectionProtocol.Answer("lyj", Pb.New().Var(3, 1).Build(),	ConnectionProtocol.Answer("xxx", ...)
lyk	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	496	else if (payloadStr.Contains("type.ankama.com/lyk"))	comparacion de cadena sobre el frame recibido
lym	push	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	173	ConnectionProtocol.Push("lym",	ConnectionProtocol.Push("xxx", ...)
lym	push	Jondo.Unity.Launcher/Handlers/EquipmentHandler.cs	84	ConnectionProtocol.Push("lym", Pb.New().Var(1, 206).Build()));	ConnectionProtocol.Push("xxx", ...)
lys	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	506	else if (payloadStr.Contains("type.ankama.com/lys"))	comparacion de cadena sobre el frame recibido
lys	read	Jondo.Unity.Launcher/Handlers/AppearanceHandler.cs	62	byte[]? lys = ConnectionProtocol.ReadPayload(frame, "lys");	ConnectionProtocol.ReadPayload(frame, "xxx")
lyt	push	Jondo.Unity.Launcher/Handlers/WardrobeHandler.cs	146	ConnectionProtocol.Push("lyt", ConnectionProtocol.BuildOutfits(character)));	ConnectionProtocol.Push("xxx", ...)
lyt	read	Jondo.Unity.Launcher/Network/WorldEntry.cs	112	"hhy", "lyt",	lista de privacidad WorldEntry.NotReplayed; se usa en ReadPayload(message, opcode) en WorldEntry.cs:359
lyu	answer	Jondo.Unity.Launcher/Handlers/WardrobeHandler.cs	103	ConnectionProtocol.Answer("lyu", Pb.New().Var(1, 1).Build(),	ConnectionProtocol.Answer("xxx", ...)
lyv	answer	Jondo.Unity.Launcher/Handlers/WardrobeHandler.cs	87	ConnectionProtocol.Answer("lyv", Pb.New().Var(1, 1).Build(),	ConnectionProtocol.Answer("xxx", ...)
lyy	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	501	else if (payloadStr.Contains("type.ankama.com/lyy"))	comparacion de cadena sobre el frame recibido
lze	despacho	Jondo.Unity.Launcher/Network/GameNodeProxy.cs	526	else if (payloadStr.Contains("type.ankama.com/lze"))	comparacion de cadena sobre el frame recibido
lze	read	Jondo.Unity.Launcher/Handlers/WardrobeHandler.cs	42	byte[]? lze = ConnectionProtocol.ReadPayload(frame, "lze");	ConnectionProtocol.ReadPayload(frame, "xxx")
mek	descartado	Jondo.Unity.Launcher/BasePayloads.cs	16	public static readonly byte[] WorldEnteringPackets = new byte[] {	DESCARTADO: opcode dentro de un array de BasePayloads; nadie referencia BasePayloads (codigo muerto)
mek	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	266	case "mek": return ("World Loading", "Interfaces", "SpellListMessage (The character's spell book)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
mes	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	253	case "mes": return ("Character Selection", "Interfaces", "MessageWrapper (UI container wrapper)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
mes	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	178	byte[] frame562 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6D-65-73");	opcode escondido en cadena hex; la trama se escribe en el socket
mez	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	244	case "mez": return ("Server List", "Connection", "ServerSeasonInfo (Season of the active server)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
mez	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	120	byte[] frame557 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6F-66-24-1A-22-0A-20-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63	opcode escondido en cadena hex; la trama se escribe en el socket
mfa	descartado	Jondo.Unity.Launcher/Protocol/NetworkMessage.cs	243	case "mfa": return ("Server List", "Connection", "FeatureStatus (Account feature status)");	DESCARTADO: tabla de etiquetas del log (GetPacketMetadata / isPing). Solo pinta texto en consola, no cambia el protocolo
mfa	push	Jondo.Unity.Launcher/Handlers/CharacterSelectionHandler.cs	120	byte[] frame557 = NetworkEnvelope.ConvertHexStringToByteArray("19-1A-17-0A-15-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63-6F-6D-2F-6B-6F-66-24-1A-22-0A-20-0A-13-74-79-70-65-2E-61-6E-6B-61-6D-61-2E-63	opcode escondido en cadena hex; la trama se escribe en el socket
mgq	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	201	Push("mgq", Pb.New().Var(1, 1).Var(2, 1).Var(3, 1).Build()),	ConnectionProtocol.Push("xxx", ...)
mgt	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	202	Push("mgt", Pb.New().EmptyMsg(2).Build()),	ConnectionProtocol.Push("xxx", ...)
mgz	push	Jondo.Unity.Launcher/Network/ConnectionProtocol.cs	205	Push("mgz", Pb.New().Var(1, CatalogMark).Build()),	ConnectionProtocol.Push("xxx", ...)
msg	descartado	Jondo.Unity.Launcher/UI/ServerWindow.cs	691	linea.TryGetProperty("msg", out var m) ? (m.GetString() ?? "") : ""));	FALSO POSITIVO: clave JSON de una linea de log
rid	descartado	Jondo.Unity.Launcher/DatabaseManager.cs	1824	if (!entrada.TryGetProperty("rid", out var rid)) continue;	FALSO POSITIVO: clave JSON de dofus3_data
rid	descartado	Jondo.Unity.Launcher/DatabaseManager.cs	2221	if (element.TryGetProperty("rid", out var ridProp))	FALSO POSITIVO: clave JSON de dofus3_data
rid	descartado	Jondo.Unity.Launcher/Managers/NpcShops.cs	152	if (!entry.TryGetProperty("rid", out var rid)) continue;	FALSO POSITIVO: clave JSON de dofus3_data
rol	descartado	Jondo.Unity.Lanzador/LauncherService.cs	83	EsAdministrador = cuerpo.Value.TryGetProperty("rol", out var rolDicho) && rolDicho.GetInt32() >= Roles.Administrador;	FALSO POSITIVO: clave JSON del cuerpo HTTP (rol de la cuenta)
rol	descartado	Jondo.Unity.Launcher/Network/ControlApi.cs	98	case Prefijo + "rol": return ConRol(cuerpo, Roles.Administrador, _ => CambiarRol(cuerpo));	FALSO POSITIVO: ruta y clave JSON de la API de control
rol	descartado	Jondo.Unity.Launcher/Network/ControlApi.cs	137	return Mal(403, "rol");	FALSO POSITIVO: ruta y clave JSON de la API de control
rol	descartado	Jondo.Unity.Launcher/Network/ControlApi.cs	146	int rol = (int)Numero(cuerpo, "rol");	FALSO POSITIVO: ruta y clave JSON de la API de control
tag	descartado	Jondo.Unity.Launcher/Network/HaapiServer.cs	256	""tag"": ""2026"",	FALSO POSITIVO: clave JSON de la respuesta HAAPI
