compressedCoords,x,y,mapIds
2097185,32,33,154141187;154272259;154142209
-917517,-32753,-32755,147980802
-589862,-32758,-32730,139724804
-1900587,-32738,-32725,142086151
2490365,37,-32765,154142465;154143489;154141441
-1703981,-32741,-32723,142087685
-5636083,-32682,13,195299328;195300352
2424756,36,-32692,223346688
-5439479,-32685,9,195297284
-1638374,-32743,26,173017610;180619268
-1507302,-32745,26,173018634
-1376235,-32747,21,173019653
2555823,38,-32687,226232835;223348488
-1441838,-32745,-32722,142089732
-1703919,-32742,17,173017089
-786410,-32756,22,172756480;179176718
-720937,-32756,-32727,139723777
-851930,-32755,38,178259968
2424748,36,-32684,223479052
2621357,39,-32685,223349002
-1703920,-32742,16,173017088
2359214,35,-32686,226230785;223479561
-1638379,-32743,21,173017605
2555825,38,-32689,223348486
-524263,-32760,25,172759042
-1441775,-32746,17,173019137
2686893,40,-32685,223350026
-1572843,-32744,21,173018117
-1703978,-32741,-32726,142087688
2490291,37,-32691,223347970;225971713;225968899;225969665
-1835055,-32739,-32721,142086659
-917476,-32754,28,172755462
-2228265,-32733,-32727,142083593
2162605,32,-32685,223482635
-1310695,-32748,25,173020169
-1638381,-32743,19,173017603
1310750,20,30,168821768
-3276756,-32718,44,76286474
-1703904,-32742,32,212862209
-3932249,-32707,-32679,109058051;112725507
-1310693,-32748,27,173020171
-3997787,-32706,-32677,109056512
2686920,40,-32712,214958338
2817990,42,-32710,214963201
-1245142,-32749,42,212865545
-1441776,-32746,16,173019136
-3669998,-32712,18,20972033;63963394
2752455,41,-32711,214960640
982979,14,-32707,173938436;173539844;175112192
1048512,15,-32704,173937152;173540353
-3604438,-32713,42,76283912
-1834992,-32740,16,173016064
1310751,20,31,168821770
-1376239,-32747,17,173019649
2686921,40,-32713,214958337
-1376233,-32747,23,173019655
-1507289,-32745,39,212863494;214434824;214435848;214433800
-3735537,-32711,15,20971778;160271
-1441754,-32746,38,212864005
-2162695,-32734,-32761,100270594
2555827,38,-32691,225968641;225969923;226232837;223348994
2752453,41,-32709,214962688
-3538925,-32714,19,20973058;63964417
-524296,-32759,-32760,147851783
1900554,29,10,156499972
-1703903,-32742,33,212861952
-3473374,-32715,34,76284928
-3604446,-32713,34,76283904
-1966088,-32737,-32760,100140033
1703853,25,-32685,224657409
-1376217,-32747,39,212864518;214696966
-3276782,-32718,18,20975105;63966466
720914,11,18,82314754
-3538901,-32714,43,76284425
1900459,28,-32683,224660227
-1507292,-32745,36,212863491;216794629
458738,6,-32754,190580224
-1310680,-32748,40,212865031
-1900553,-32738,-32759,100140544
-3276757,-32718,43,76286473;75762185
1900457,28,-32681,224659207
-3407829,-32716,43,76285449
1900460,28,-32684,224660225
1638365,24,-32733,205520896
-3342316,-32717,20,63965696
-5439548,-32684,-32708,140509443
1900456,28,-32680,224659209
-3669999,-32712,17,63963395
-5439547,-32684,-32709,140509441
-2359357,-32731,-32707,219284740;219152644;219284738;212733190
-4259808,-32703,32,179307524
-917519,-32753,-32753,147980800
2490323,37,-32723,207094274
1703903,25,-32735,205521410
-262158,-32763,-32754,147853825
-655375,-32757,-32753,147850752
-3342318,-32717,18,63965954;20974593
-786444,-32755,-32756,147849731
2555859,38,-32723,207094786
655351,9,-32759,190581765
-262159,-32763,-32753,147853824;149946372;149949444;149948420;149947396
655289,9,-32697,174589441
-1048563,-32752,13,63308288
-720908,-32756,-32756,147850243
458778,7,26,95424001
-262154,-32763,-32758,147853829;131335168
-3604468,-32713,12,63963912
-3604460,-32713,20,63963648
2686934,40,-32726,207095813
196614,3,6,145228545;145228291;145229315;88081681;196215816;239080712;144965632
-1310699,-32748,21,173020165
-589802,-32759,22,172758016
-1572841,-32744,23,173018119;180620292
-1638377,-32743,23,173017607
1245211,19,27,168820738
1245212,19,28,168820740
-786404,-32756,28,172756486
-3407862,-32716,10,63965450
-1769480,-32740,-32760,171704323
-4128740,-32705,28,179308544
-1245170,-32749,14,63309825
-1441796,-32745,-32764,171706887
786419,11,-32755,190582785
-5373967,-32685,-32753,197920772;197920770;197919750;197919748
2490325,37,-32725,206833154
393202,5,-32754,190579712
-1376259,-32746,-32765,171707400
262131,3,-32755,190578689;101714439
1441811,22,19,95422464;117704202
524216,7,-32696,174588416
-720958,-32756,-32706,158336512
-3604461,-32713,19,63963905
-1048572,-32752,4,170655744;73400323;84935175
-3539032,-32713,-32680,112985090;108790043
327713,5,33,72093696
131107,2,35,72090628;54527011
1638391,24,-32759,106693124;99614721
-1572873,-32743,-32759,171705858
458740,6,-32756,190580226;101716489
786421,11,-32757,190582787
917517,14,13,185078272;185076224;88087306;185077248
2359252,35,-32724,206832129
-39,-32767,-32729,160695296;156241413;160694272
2162693,33,5,156502273
786449,12,17,82315265
-2228233,-32733,-32759,100271104
1834924,27,-32684,224659201
-3407828,-32716,44,76285450
-3538933,-32714,11,63964425
-131099,-32765,-32741,84805381
1441764,21,-32740,206308355
327648,4,-32736,120064515;222561286;222564358
-4063322,-32705,-32678,112724481;109054982
-262165,-32763,-32747,84806145
-1245168,-32749,16,172490753
-917486,-32754,18,172493315
-196630,-32764,-32746,84805632
-4194398,-32703,-32674,112722437;108928789
65505,0,-32737,120062468
-1703902,-32742,34,219414528
-327705,-32762,-32743,84806915
131041,1,-32737,120062980
851893,12,-32693,175637508
-262164,-32763,-32748,84806146
-720949,-32756,-32715,155977222
589748,8,-32692,175642626
-852027,-32754,-32709,155976192;159122436
982965,14,-32693,175641857
-196631,-32764,-32745,84805889
196577,2,-32737,120063492
786360,11,-32696,175643648
589746,8,-32690,175642882
131042,1,-32738,120062981
-9,-32767,-32759,197133316;190841861
-196635,-32764,-32741,84805893
-917550,-32753,-32722,155975693
982967,14,-32695,175644672
917427,13,-32691,175638528
-786487,-32755,-32713,155976708
851895,12,-32695,175641603
-327700,-32762,-32748,84806658
917540,14,36,115081729;115082753
-1769497,-32740,-32743,164102665
-1769494,-32740,-32746,164102668
-2228180,-32734,44,180879875
-262171,-32763,-32741,84806405
327671,4,-32759,190579205
-2228313,-32733,-32679,85985794;66192129
-1703944,-32741,-32760,171704835
-1376244,-32747,12,171969554
917494,13,-32758,224921602;224920578;224922626
786407,11,-32743,190055940
524276,7,-32756,190580738
-917553,-32753,-32719,155975690
-720944,-32756,-32720,155977227
-1703946,-32741,-32758,171704833
393252,6,36,72094726
458743,6,-32759,190580229;101716493
-1507331,-32744,-32765,171706376
131108,2,36,72090630
-524297,-32759,-32759,150732800;147851782;150733824
458788,7,36,72095750
-3276878,-32717,-32690,108797714
262176,4,32,72089600;88081929;239608845
-589843,-32758,-32749,165153808;161485060
589815,8,-32759,190581253
720873,10,-32745,190055430
458741,6,-32757,190580227
-4587608,-32697,-32680,108927238;109838849;109839873;109840897;109840899;109841927;109840903;109839879;109838855;109841923;109842951;109841921
-1900537,-32739,7,172098573
-1376243,-32747,13,171969555
-1114136,-32750,-32744,165282827
-1769460,-32741,12,171966482
-1900544,-32739,0,171835915
-3997788,-32706,-32676,108924181
786362,11,-32698,174854144
-2031601,-32737,15,187957514;187957518;239610909;239601181;187957506;187957510;187957248;187957516;187957512;205915160;187957508;183108098;239600157;239611933
720871,10,-32743,190055428
-1376242,-32747,14,171969556;180617218
-393187,-32762,29,84410373
-131090,-32765,-32750,189661707
-1703977,-32741,-32727,142087689
-65510,-32767,26,84412930
-1638435,-32742,-32733,142088207
1114086,16,-32742,189268737
1834980,27,-32740,205261570
-1703923,-32742,13,171966995
1703914,25,-32746,205260292;207621132;207620108;209456132;207619084
1572838,23,-32742,205259264
-1179709,-32749,-32707,183239181;158860289
720867,10,-32739,190055424
-1769471,-32741,1,171966471
786363,11,-32699,174854146
-1638392,-32743,8,171967502
-1376265,-32746,-32759,171707394
-458773,-32760,-32747,165154830
2490349,37,-32749,163053568
589845,9,21,99096071;88084738
-1769483,-32740,-32757,171704320
-589844,-32758,-32748,165153807;161485062
-1769463,-32741,9,171966479
-1638405,-32742,-32763,171705350
2621420,39,-32748,163055104
-4784177,-32694,-32719,58202118;54170929
-1835009,-32739,-32767,171835914
-1703937,-32741,-32767,171704842
-720945,-32756,-32719,155977226
-1572868,-32743,-32764,171705863
-1769479,-32740,-32761,171704324
-2031630,-32736,-32754,167379462
-1441798,-32745,-32762,171706885
-917551,-32753,-32721,155975692
-1572850,-32744,14,171968020
-1900541,-32739,3,172098569
-1835008,-32740,0,171704331
-1638406,-32742,-32762,171705349
1441798,22,6,117965570
-1703941,-32741,-32763,171704838
-852016,-32754,-32720,155976203
-1769467,-32741,5,171966475
-393248,-32761,-32736,165155331
-1572863,-32744,1,171968007
-1835003,-32740,5,172098059
655292,9,-32700,174852100
-1703922,-32742,14,171966996
-2097162,-32735,-32758,167379978
-852017,-32754,-32719,155976202
-3604536,-32712,-32712,54161720
-3866676,-32708,-32716,54163764
-5111890,-32689,-32686,54173522
-4718625,-32695,-32735,54170401
-4718626,-32695,-32734,54170402
131028,1,-32724,156242432
-5373994,-32685,-32726,54175530
-4587556,-32697,-32732,54169380
-327714,-32762,-32734,156238858
-327730,-32762,-32718,126223125
-4259880,-32702,-32728,54166824
-4849713,-32693,-32719,54171441
65487,0,-32719,126094100
-3866688,-32708,-32704,54163776
-4194355,-32703,-32717,54166323
1507347,23,19,117704195
1572889,24,25,117705231;235668233
1769504,27,32,170131464;168560652
-786455,-32755,-32745,165152268;14421255
-327712,-32762,-32736,165155843
1507346,23,18,117704200
-524321,-32759,-32735,165154306
-786459,-32755,-32741,165152264
-393235,-32761,-32749,165155344
655340,9,-32748,193331714
-852003,-32754,-32733,165151744
-1966091,-32737,-32757,167247881
-655394,-32757,-32734,165153281
-786476,-32755,-32724,132121091
-131053,-32766,19,220988934
-524320,-32759,-32736,165154307
-393243,-32761,-32741,165155336
-262130,-32764,14,220987905
-196592,-32765,16,220988419
-458771,-32760,-32749,165154832
327658,4,-32746,119015430;189792777
-393241,-32761,-32743,165155338
196590,2,-32750,188744196;188483076
-2031627,-32736,-32757,167379465
720877,10,-32749,193200131;188484104;188483080;188485126;188482056;188483082;188482060;188484106;188483084;188482058;188484108;188486152;188485128;188486154
-655396,-32757,-32732,165153537
-2031586,-32737,30,201066496;172229121
-131056,-32766,16,220988931
-524319,-32759,-32737,165154308
-1900636,-32738,-32676,66062596
-655395,-32757,-32733,165153280
655341,9,-32749,193331715
851950,12,-32750,193201156
-1769561,-32740,-32679,66063617
-327664,-32763,16,220987395
-720919,-32756,-32745,165152780
-2031708,-32736,-32676,66061572
-458772,-32760,-32748,165154831
-720939,-32756,-32725,132121604
851948,12,-32748,193201154
-327660,-32763,20,220987399
786412,11,-32748,193200642
-589857,-32758,-32735,165153794
-983065,-32752,-32743,165150730
-851992,-32754,-32744,165151755
-524332,-32759,-32724,132123139
-458780,-32760,-32740,165154823
-458733,-32761,19,221119494
-131054,-32766,18,220988933
-589870,-32758,-32722,132122625
-720933,-32756,-32731,165153026
327659,4,-32747,188745217;165413890;165413888;165412866;165412864
720880,10,-32752,193200134
-393200,-32762,16,221118979
-2490453,-32729,-32683,66193923
-1703928,-32742,8,171966990
1638377,24,-32745,205259779
-655327,-32758,33,180356612;181145608
-1835098,-32739,-32678,66063106
-1245203,-32748,-32749,164364305
-1835093,-32739,-32683,66062851
851901,12,-32701,201069568;174855174
1507295,22,-32735,209192705
1376221,20,-32733,209191683
-786403,-32756,29,180355584;181143552
-2359380,-32731,-32684,66192900
-2031700,-32736,-32684,66061316
-1376281,-32746,-32743,164496395
-1245214,-32748,-32738,164364294
-1376276,-32746,-32748,164496400
458736,6,-32752,188746246
-1310746,-32747,-32742,164495882
-1114147,-32750,-32733,164365313
524271,7,-32751,188746757
-720934,-32756,-32730,139992581;139723780
-917471,-32754,33,180486660;181141512
-2424920,-32730,-32680,66193408
655363,10,3,235537153;235930626;134225922;88085268
-1900628,-32738,-32684,66062340
-524328,-32759,-32728,139992583;139725314
-851934,-32755,34,180355077;163842050;181142538;163843074
-589865,-32758,-32727,139993607;139724801
-1376270,-32746,-32754,164496406
-1310749,-32747,-32739,164495879
196616,3,8,121634822;88081679
-983060,-32752,-32748,14418177;165150735
-1310744,-32747,-32744,164495884
983048,15,8,238297364;238297361
-3538907,-32714,37,75763202
-655331,-32758,29,180356608;181145600
-786452,-32755,-32748,14421249;165152271
-917473,-32754,31,180486658;181141508
-1900634,-32738,-32678,66062594
-2228312,-32733,-32680,66191872
-1966169,-32737,-32679,66062081
-2359388,-32731,-32676,66193156
-1310741,-32747,-32747,164495887
-1179671,-32749,-32745,14551301;164364813;154272257;154141185
-917525,-32753,-32747,14419203;165151246
851962,12,-32762,68422145
458752,7,0,68419591;136055042;90443264
-1114115,-32750,-32765,75498496
-1834965,-32740,43,172230670
-1179657,-32749,-32759,75498246
851967,12,-32767,68422150;87818753
-1441763,-32746,29,172233728
1703927,25,-32759,99615233;106698242
-1179675,-32749,-32741,164364809
-1114130,-32750,-32750,164365330
720906,11,10,88085773;54793738
65560,1,24,88080385
262160,4,16,88082183;234618882
589844,9,20,88084739
524310,8,22,88084225
-1310739,-32747,-32749,164495889
-3735547,-32711,5,78643200
12,0,12,88212235;209453068;54525964;54788108
-3670010,-32712,6,78643713
327696,5,16,88082695
-131071,-32766,1,88213270;210896131;192021505;59900929
-1179665,-32749,-32751,164364819
-1310740,-32747,-32748,164495888
-3670008,-32712,8,78643715
-524295,-32759,-32761,88216862;147851784
-1179662,-32749,-32754,164364822
-3538937,-32714,7,78644738
786446,12,14,88086281;238303489;239080971;238305025
1048597,16,21,88088322
-4653095,-32696,-32729,54169895
-4653096,-32696,-32728,54169896;54532119;54531095
-4063286,-32705,-32714,54165302
-5636134,-32681,-32730,54177574
-458795,-32760,-32725,156237825
-131104,-32765,-32736,126092547
-4390954,-32700,-32726,54167850
-3604540,-32712,-32708,54161724
-3866684,-32708,-32708,54163772
982983,14,-32711,173277699
-4259888,-32702,-32720,54166832
-5111885,-32689,-32691,54173517;59507972
-4390996,-32700,-32684,54167892
-65591,-32766,-32713,126093082
-3997755,-32706,-32709,54164795
-131121,-32765,-32719,126092564
131034,1,-32730,156242438
-3997753,-32706,-32711,54164793
-4259895,-32702,-32713,54166839
-327733,-32762,-32715,126223128
-3604543,-32712,-32705,54161727
-4784202,-32694,-32694,54170954
-5111850,-32689,-32726,54173482;54536225;54537249;54535199;54534175
-4784213,-32694,-32683,54170965;108926976
-4390965,-32700,-32715,54167861
-3932217,-32707,-32711,54164281
-5505065,-32683,-32727,54176553
-131111,-32765,-32729,156240389
-3670068,-32711,-32716,54162228
-4849696,-32693,-32736,54171424
-3932219,-32707,-32709,54164283
-4390952,-32700,-32728,54167848
-4456533,-32699,-32683,54168405;108007948;110625283
-196666,-32764,-32710,126092061
-4718623,-32695,-32737,54170399
-3473467,-32714,-32709,54160699
-5505060,-32683,-32732,54176548;58465798
-4587555,-32697,-32733,54169379
-5373996,-32685,-32724,54175532;54532115;54531091
-4653110,-32696,-32714,54169910
-4522028,-32698,-32724,54168876
-5177385,-32688,-32727,54173993
-393270,-32761,-32714,126223641
-1048631,-32751,-32713,147590145
-3801142,-32709,-32714,54163254
-458785,-32760,-32735,156237835
-4325441,-32701,-32703,54167361
458724,6,-32740,189793795
-65571,-32766,-32733,126093062
-3670092,-32711,-32692,54162252;108794636
-1245232,-32748,-32720,147588616
-3473448,-32714,-32728,54160680
1572897,24,33,169084942
-3735618,-32710,-32702,54162754
-4456518,-32699,-32698,54168390
-3539006,-32713,-32706,54161214
-5111852,-32689,-32724,54173484
-4587560,-32697,-32728,54169384
-4980775,-32691,-32729,54172455
-5636139,-32681,-32725,54177579
-4980781,-32691,-32723,54172461;54532127
-1441844,-32745,-32716,147587076
-4849745,-32693,-32687,54171473
-393258,-32761,-32726,156238338
-5570597,-32682,-32731,54177061
-3866683,-32708,-32709,54163771
-5111846,-32689,-32730,54173478
-4849747,-32693,-32685,54171475;64226304
-4325420,-32701,-32724,54167340
-4390986,-32700,-32694,54167882
-3539020,-32713,-32692,54161228
982980,14,-32708,173277696
-4784176,-32694,-32720,54170928
-4194351,-32703,-32721,54166319
-3539002,-32713,-32710,54161210
-4259892,-32702,-32716,54166836
983064,15,24,90704641
-5570602,-32682,-32726,54177066
-4784161,-32694,-32735,54170913;54531087;54532111
-4784167,-32694,-32729,54170919
-65595,-32766,-32709,126093086
-5046318,-32690,-32722,54172974
65479,0,-32711,126094108
-4390976,-32700,-32704,54167872
-4259925,-32702,-32683,54166869
-3866692,-32708,-32700,54163780
-4653092,-32696,-32732,54169892
-393250,-32761,-32734,156238346
-1310773,-32747,-32715,147588099
-4784180,-32694,-32716,54170932
-458742,-32761,10,134666
-65590,-32766,-32714,126093081
-4194367,-32703,-32705,54166335
-3735632,-32710,-32688,54162768
262088,3,-32712,126095643
-327739,-32762,-32709,126223134
327625,4,-32713,126096154
-131125,-32765,-32715,126092568
-3407939,-32715,-32701,54160195
-3735617,-32710,-32703,54162753
-3866674,-32708,-32718,54163762
-3866680,-32708,-32712,54163768
-4587571,-32697,-32717,54169395
-4128861,-32704,-32675,109053440
-1703976,-32741,-32728,142087690
-1310697,-32748,23,173020167
2686923,40,-32715,214958081
